UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
2478,M02478,M,299.68299487194594,307.19754518833787,1560.6500688139697,38.445756684710325,64.58753006784032,0,No Failure
2479,L02479,L,297.7563790723947,310.0850996330723,1487.4200507843939,42.36876877167128,7.958762189674401,0,No Failure
2480,M02480,M,297.8067364519128,308.1754139779846,1916.8702557359416,45.686117233741044,195.80391354968165,0,No Failure
2481,L02481,L,302.79821711605007,311.0535683384735,1557.6000873960902,37.2351792399275,329.18513364039114,0,No Failure
2482,M02482,M,299.9997781364986,306.89849315620097,1619.7548659919528,32.81918651634781,38.17449398965746,0,No Failure
2483,H02483,H,296.2563526873596,302.7649538379641,1491.467615562744,20.166165768293695,82.78922890339696,0,No Failure
2484,L02484,L,298.2999763275311,309.45569698256236,1452.8015222712334,47.853417554178,38.162849288593684,0,No Failure
2485,L02485,L,297.42971372244364,306.501247369833,1305.3509227568893,40.95528967291245,51.43164433864633,0,No Failure
2486,H02486,H,297.8293315321538,307.1469805299961,1736.0064444132522,38.413521487296194,69.91145959248472,0,No Failure
2487,L02487,L,295.6410096845838,306.37324108139205,1676.5808432832105,51.85400633379727,168.9634576721868,0,No Failure
2488,M02488,M,297.2761535312281,306.50208129707545,1484.8134075119465,27.323443701948314,17.17122048569497,0,No Failure
2489,L02489,L,301.7231115463878,312.5428981704681,1377.363676380635,40.730710426257204,18.452095874883074,1,Heat Dissipation Failure
2490,L02490,L,299.258152601751,309.4010486983161,1571.0575987871316,30.558335354508134,24.35117546002312,0,No Failure
2491,L02491,L,293.1176771836971,302.9914828089732,1449.5629626309533,46.71037836613688,5.898622741940455,0,No Failure
2492,L02492,L,300.5334469849959,308.1743213764587,1498.9877674442605,17.975371447282136,111.38284605474271,0,No Failure
2493,M02493,M,300.2792590458183,309.04966201116,1312.2437019327028,48.18603615747658,22.73977781176459,0,No Failure
2494,L02494,L,297.3814293913872,308.2852324397675,1577.7205758101918,47.773722066047746,62.146621932928795,0,No Failure
2495,L02495,L,299.53452708756646,308.5114943652704,1581.2946741165827,30.967566041639966,124.96231484295605,0,No Failure
2496,L02496,L,296.3812015783656,308.18925591204237,1735.0838131441753,40.83140689942229,64.35975496700773,0,No Failure
2497,L02497,L,297.1594885674673,310.6790905534574,1511.7720367441736,31.18181230000334,255.38137636169685,0,No Failure
2498,M02498,M,301.0970927213397,312.0816706726017,1478.9922478373521,44.43313671230233,158.33510202565247,0,No Failure
2499,H02499,H,297.5565399202606,309.79578775730835,1259.6727767051814,48.347684203895305,34.43680635536951,0,No Failure
2500,L02500,L,294.36053667609,305.44162753353413,1736.2022980414195,30.150352731599103,15.091193957776072,0,No Failure
2501,M02501,M,297.97339355443734,307.17200052042904,1698.8831847986628,27.241415890938107,242.83312998881337,0,No Failure
2502,M02502,M,297.9428232141713,308.24305071138247,1543.9528025442396,51.10147839248137,54.613976823680034,0,No Failure
2503,L02503,L,300.49673713874694,313.5167185578931,1300.4688719227042,59.523470797369264,52.06629927725772,0,No Failure
2504,H02504,H,298.12867284435157,307.34334223041037,1321.0353033258962,45.09963715432286,179.36128710591368,0,No Failure
2505,L02505,L,297.25683537711944,305.69784442880234,1440.703906972563,45.83736164026645,1.0150725664267728,0,No Failure
2506,L02506,L,300.1901122904624,308.48882065578954,1711.8649695997926,36.85955542578628,64.78502963057775,0,No Failure
2507,M02507,M,298.34158046500227,308.01528638925197,1590.8575379988256,41.964879218625526,135.3113863583973,0,No Failure
2508,L02508,L,296.5999546368686,305.094746503904,1271.0410560334976,43.666691213838504,203.94732910950822,0,No Failure
2509,M02509,M,300.4099951210833,312.92102426223914,1611.2751962878197,38.349747830125686,233.78121967201983,1,Tool Wear Failure
2510,M02510,M,298.48732352903363,308.8118583309206,1388.3410183546653,53.62810940448462,67.69015393259072,0,No Failure
2511,L02511,L,298.1058519333589,309.56344139799967,1445.1673477863724,41.93214521766393,203.25088505597833,1,Tool Wear Failure
2512,M02512,M,298.4558167828233,308.0078186969538,1713.0326256451417,43.216832101178454,3.93302289770947,0,No Failure
2513,L02513,L,295.95866325716685,304.2483674605327,1676.0548822219032,38.55522838811173,39.3612405386806,0,No Failure
2514,L02514,L,297.04469244764334,305.08060152949344,1734.7928089905984,39.56841742392192,1.139810232880837,0,No Failure
2515,M02515,M,298.1071652036656,306.74517759039844,1534.6521600282008,52.32054140328874,19.542917715815246,0,No Failure
2516,H02516,H,297.7106726099507,308.23196085099073,1697.1263032254074,41.62468312935137,139.32080611438792,0,No Failure
2517,L02517,L,300.6448567656332,311.42468116328513,1433.7057679072839,41.85787167354404,0.4788693111288131,0,No Failure
2518,L02518,L,298.53481170545405,309.43960581504206,1492.618427925271,41.98655471659066,79.95835476064575,0,No Failure
2519,M02519,M,299.8098078452728,307.5767988196,1480.295624864221,36.535809009965696,57.716480515758334,0,No Failure
2520,M02520,M,298.1187907091517,308.1181769303043,1543.0789977676518,26.13283804393074,14.158904369890982,0,No Failure
2521,M02521,M,300.2125769674923,308.67348422115367,1308.1321482242442,55.84856424670281,124.9774131390455,0,No Failure
2522,L02522,L,298.8950555131463,309.4972544645231,1498.4566208699812,50.820891298643275,127.58159678784456,0,No Failure
2523,L02523,L,298.1268409707769,308.8454565540231,1799.08215416231,52.622965213280345,139.9572034143576,0,No Failure
2524,L02524,L,298.073433822082,306.3151742515423,1342.90970058721,29.476986875546118,156.54376941149707,0,No Failure
2525,M02525,M,296.1911227474181,307.64316715821263,1300.4526941526346,54.57585493878675,40.85906119454984,0,No Failure
2526,L02526,L,299.11383144027263,312.622065852565,1314.9101828501625,59.77970174664203,554.8801883891456,1,Tool Wear Failure
2527,L02527,L,298.01959053092725,309.27184413730424,2016.0713983225833,50.58687947029973,8.181195620303647,0,No Failure
2528,H02528,H,297.0960160796376,306.85176502031095,1622.1479601700587,56.59878945282752,112.67197683850114,0,No Failure
2529,L02529,L,300.3129235416242,309.8381049868096,1490.34141658759,48.12455062434992,381.53528302827806,1,Tool Wear Failure
2530,H02530,H,295.5995679482104,305.2859719757016,1551.0498500523588,31.729322194301915,27.43231516130498,0,No Failure
2531,M02531,M,297.25500820913516,306.11390743896965,1579.6157442849544,45.23108974820912,35.1975440998796,0,No Failure
2532,M02532,M,300.1554374975591,310.5340348075372,1423.9673193517222,29.997183283240926,92.66061027468888,0,No Failure
2533,L02533,L,298.73104588184054,307.02335199510907,1446.0630369564578,34.21417983915785,164.14493216400066,0,No Failure
2534,L02534,L,298.0042821446945,305.16973546479767,1510.527414396176,43.323315873035014,43.08197037124802,0,No Failure
2535,M02535,M,298.6020070863003,308.93140960902065,1408.8514126794812,41.98472415467458,195.76367976645216,0,No Failure
2536,M02536,M,298.4588283420977,308.49067794076143,1467.629624961101,44.78686180117055,29.787608818940154,0,No Failure
2537,M02537,M,295.0666749074282,304.2099198827724,1602.109319815331,22.30287273256697,224.03388413072827,1,Tool Wear Failure
2538,L02538,L,297.4014762293041,305.47743129538856,1360.010434894116,38.63224767082737,31.495753114907128,0,No Failure
2539,M02539,M,301.3330433090275,311.76765934939857,2006.76393117595,45.64351502172542,103.77256814211125,1,Heat Dissipation Failure
2540,M02540,M,296.7813517304457,305.29608917259003,1673.8409803318955,47.63128551541565,47.82691601833746,0,No Failure
2541,M02541,M,297.4633979717914,307.2549814454934,1311.0738063846816,48.28331661641518,41.941967666539675,0,No Failure
2542,M02542,M,297.0167584733816,309.6642162545713,1094.5119008182603,42.675044862734545,47.190483005752704,0,No Failure
2543,M02543,M,297.92596955336376,308.90275420772684,1415.5306609747963,36.38913522472477,74.68753862809923,0,No Failure
2544,M02544,M,296.93375433735144,304.8800553437789,1661.5058644745795,45.1696647252051,201.38151670849146,1,Tool Wear Failure
2545,L02545,L,299.07348300431613,307.16120564779766,1626.7412520749037,37.181860240556546,153.8222075515113,0,No Failure
2546,L02546,L,298.49462682458056,308.7223554636962,1518.9248620944936,49.15353217738219,64.43704760043698,0,No Failure
2547,L02547,L,299.64709523021406,307.58411420712554,1430.9613667170447,44.43026029434582,35.80296974064781,0,No Failure
2548,L02548,L,295.9981176676221,302.99552944577067,1376.6892446432469,39.554630196526894,208.03092825171686,1,Tool Wear Failure
2549,L02549,L,297.4193190342342,308.2178770511793,1466.6168553500654,32.50311867595755,220.49766112033845,1,Tool Wear Failure
2550,L02550,L,297.64855473677574,308.12995836825706,1357.280270692711,51.33117014216475,65.29071127466989,0,No Failure
2551,L02551,L,299.01129382017723,309.68719131709594,1467.281218311825,45.74372298002835,128.54383138653895,0,No Failure
2552,L02552,L,296.51355760558596,306.9081103783128,1777.439502793032,61.136607675639425,49.77365717900481,0,No Failure
2553,M02553,M,299.9313076085167,309.8333415410081,1400.5167039945827,45.416406062009656,17.43745754382066,0,No Failure
2554,H02554,H,300.47283118103525,309.47954835952027,1648.3310140512215,46.250871401110714,41.887324969281956,0,No Failure
2555,L02555,L,296.12225530472887,306.8964577538608,1675.6818896680675,25.561269910491916,123.76466108436243,0,No Failure
2556,H02556,H,297.1182542102129,309.4130794428206,1345.22748358651,43.26552926389476,158.44815843376702,0,No Failure
2557,L02557,L,297.0361369834158,306.2842934722506,1387.583422891481,37.01421331435514,206.08746695215922,0,No Failure
2558,L02558,L,303.364772409355,311.83366209404255,1730.4615582517313,48.40952991543884,1.9301163088017652,1,Heat Dissipation Failure
2559,L02559,L,297.24019978958427,305.5375206604674,1372.8105076906297,43.50680389829605,71.96282573678798,0,No Failure
2560,L02560,L,301.4552508843123,310.15515553431175,1528.4928051665029,49.99317361482845,34.570582255788516,1,Heat Dissipation Failure
2561,M02561,M,295.5667360097868,305.8706337965009,1904.5690993148166,61.4319732862006,124.40357495073714,0,No Failure
2562,M02562,M,296.1206980676713,302.91125672234097,1714.4839236911025,32.210327814641246,30.39945994342292,0,No Failure
2563,L02563,L,296.72679093630364,307.38554657295214,1554.081819996187,49.608664398468115,90.21851181451429,0,No Failure
2564,L02564,L,296.40862137710695,307.3744908925512,1689.5429920134538,46.985423873099286,134.42383385628594,0,No Failure
2565,L02565,L,297.564202531683,304.8670849917687,1528.7731701031964,59.90356903518551,158.75549307506583,0,No Failure
2566,L02566,L,296.682443594557,305.2136729401406,1721.3689676933827,47.20268416321509,33.91012516917428,0,No Failure
2567,L02567,L,296.4613168145309,306.58083828429903,1171.9046081595777,46.16606163559509,9.928575636404908,0,No Failure
2568,L02568,L,300.4169439929467,310.2017393974901,1513.8296068499724,48.658988713358966,26.655824456198868,1,Heat Dissipation Failure
2569,M02569,M,300.54758724502636,311.3270434474293,1164.719254747907,49.35502310640099,98.72513500786782,1,Heat Dissipation Failure
2570,H02570,H,299.99859299675063,309.7868877644761,1567.7309852499668,54.67007041804054,4.4593206176018985,0,No Failure
2571,L02571,L,299.14799791116866,311.0451522013311,1496.453302839705,32.000796062016725,18.68394217181545,0,No Failure
2572,H02572,H,298.28548613155914,307.8037320329936,1782.7788615029697,36.25838238607851,582.992371646119,1,Tool Wear Failure
2573,L02573,L,297.10593861866823,305.6313891385886,1666.4306471895618,57.47080261122063,52.03475322380389,0,No Failure
2574,L02574,L,296.1936849904898,304.5985221910972,1444.472477624066,20.64161199440106,74.11216517523337,0,No Failure
2575,L02575,L,298.8259914068654,309.9291941707879,1465.9654251950508,39.32524943534469,1.1953644817044138,0,No Failure
2576,M02576,M,295.75273921490646,305.7971709278418,1607.0588878701997,41.661113064250145,96.79630997155974,0,No Failure
2577,H02577,H,296.1121581416492,307.062731992737,1436.139885755198,38.40618855901383,42.49639960143078,0,No Failure
2578,M02578,M,300.40582651240965,311.32551026125344,1532.995559401251,55.932051890408985,81.58684989832783,1,Heat Dissipation Failure
2579,L02579,L,301.9012980834442,308.8715233042984,1774.883962967516,44.91509968655575,80.65414707692558,0,No Failure
2580,M02580,M,298.886590276333,307.1764663747978,1390.1369580930032,36.308478376686985,369.92233350059416,0,No Failure
2581,L02581,L,300.3129143045893,308.7819767438336,1458.5319861840183,33.844939169357765,33.7311990951418,0,No Failure
2582,M02582,M,297.6083033651121,306.3842070823744,1483.6773804609375,42.97980101757609,91.25755588602715,0,No Failure
2583,L02583,L,295.42465162782463,304.79411863795985,2105.0425653150824,51.79456175091158,51.89865798002332,0,No Failure
2584,L02584,L,299.3243432372372,310.823067629163,1647.857909387535,41.54992887033476,59.203556806865144,0,No Failure
2585,L02585,L,299.23857864654013,311.03630217511596,1741.779853191278,38.82982926744941,6.173509733669718,0,No Failure
2586,M02586,M,298.2433371077605,307.804000862456,1676.5249401397944,33.23802162221839,125.95015188997316,0,No Failure
2587,L02587,L,297.6152490837898,307.2383277918027,1688.586120171164,43.899167215750325,23.46490171208326,0,No Failure
2588,M02588,M,300.02442115716224,308.9662705710763,1623.7117352436792,43.3461481080381,68.25937138474816,0,No Failure
2589,L02589,L,296.1285339331451,306.2623154790029,1604.292767570595,32.94954089602103,61.52087164478479,0,No Failure
2590,M02590,M,296.5524388422187,306.8562201663196,1278.6814834537913,50.403369274651425,68.1887247803713,0,No Failure
2591,M02591,M,296.08378698647914,307.2935003189825,1602.965114952289,57.179251793260185,50.85478129577584,0,No Failure
2592,M02592,M,298.26994592527166,309.46760401424547,1519.3739938839426,40.65850973961781,29.978692415016866,0,No Failure
2593,L02593,L,295.9242139757815,302.47103689917793,1636.6004226809146,43.18231230183316,64.31417757936384,0,No Failure
2594,L02594,L,296.73151563896954,306.50269821751385,1526.0949514213678,29.15380183147938,5.110748356321982,0,No Failure
2595,L02595,L,296.6884888755456,308.76463892188076,1675.6353576861288,47.519779567976364,29.969731611835062,0,No Failure
2596,M02596,M,297.5787833353321,306.9216109443747,1707.329910007048,44.79781694276681,165.9325230913747,0,No Failure
2597,L02597,L,295.12525110719207,306.834113834737,1016.6497075810144,36.91873833959446,199.83953914404117,0,No Failure
2598,L02598,L,298.27440998407457,307.81473228405775,1461.0030177028436,32.75737958604856,135.68602520536592,0,No Failure
2599,L02599,L,300.5946073013294,310.85699250249235,1205.7705277742589,58.59027532890796,108.13027063930744,1,Heat Dissipation Failure
2600,L02600,L,298.3709827446335,306.6656467060348,1581.6427586473096,43.98621925364782,180.0808618396543,0,No Failure
2601,M02601,M,301.18264228960265,309.5337694532529,1484.8829878507777,31.020817180069123,14.771373846363915,0,No Failure
2602,L02602,L,300.7679963717539,311.8562337301484,1781.9000447761782,48.69977659538059,80.4573697218541,1,Heat Dissipation Failure
2603,M02603,M,299.65547009449574,310.97819751479676,1575.9589678608972,42.45968340869373,13.354777804024096,0,No Failure
2604,L02604,L,298.2493716852738,308.2890150445745,1451.744475220056,40.75715653336078,162.48327988244787,0,No Failure
2605,L02605,L,298.1450007764909,306.30371441253334,1707.0858770943132,49.92621623651088,79.39393023510274,0,No Failure
2606,L02606,L,299.62759954472654,309.69330637963736,1481.7462993115394,14.120752012820525,179.37311652827702,0,No Failure
2607,L02607,L,297.316658780992,309.2025112220034,1449.5090382282651,22.15381507715669,173.3147245817834,0,No Failure
2608,L02608,L,294.3349584970651,306.94925820214274,1609.3770368452847,53.92081068363018,67.79778068582912,0,No Failure
2609,M02609,M,299.0840081082059,308.60894620971703,1828.005770216147,38.8846464990234,74.18684474673768,0,No Failure
2610,L02610,L,295.8378627401301,303.3480609647434,1691.8418571474,35.9150803596397,3.096869027320432,0,No Failure
2611,M02611,M,296.17571754361927,307.43626294295143,1640.4507220749686,26.832562826323233,80.06206837745097,0,No Failure
2612,L02612,L,298.1004478959916,307.6865032513091,2032.0450720604342,42.10267801101856,122.20663614014012,0,No Failure
2613,L02613,L,297.9097502448931,309.32431120723464,1407.4788804807429,43.3330403825953,28.74136275697187,0,No Failure
2614,M02614,M,295.2758487873688,305.6974571248952,1403.47909183628,54.53492198069178,465.164667139059,1,Tool Wear Failure
2615,L02615,L,298.4309831282663,307.1058169696235,1564.9006078428458,43.88327839663745,397.6622348753852,1,Tool Wear Failure
2616,L02616,L,300.0322793217221,310.1196458627112,1810.4442306699752,37.15100523980741,35.9038652585793,1,Heat Dissipation Failure
2617,L02617,L,295.8433168594685,307.80582441005,1369.9557044503777,44.21459721614009,134.8034275270959,0,No Failure
2618,L02618,L,300.64496666169754,310.42123567824666,1853.3948667430566,51.23160096557876,3.2897801420003874,1,Heat Dissipation Failure
2619,M02619,M,294.97965834974013,303.4274506045721,1280.765337649076,49.05546021477495,118.3544106868225,0,No Failure
2620,L02620,L,302.3346482887419,309.95168203584694,1517.0656035056927,46.365704869477796,105.64667853676019,0,No Failure
2621,M02621,M,297.27747913903306,306.11923210873607,1569.902393854389,42.90758103764615,186.5018622438126,0,No Failure
2622,M02622,M,298.3912339936538,307.77602960099733,1380.5440974042,34.37416769486,39.19647215794291,0,No Failure
2623,L02623,L,294.3159328550287,305.54593155890456,1427.4126783676563,29.87299583942331,227.21228541087615,1,Tool Wear Failure
2624,H02624,H,297.9757278670614,306.29445396534396,1681.6358449448849,28.295669458394464,210.78925612453412,1,Tool Wear Failure
2625,L02625,L,298.5569643554364,310.88759218403084,1797.2709446322642,44.097843890114326,119.60570127816288,0,No Failure
2626,H02626,H,297.92767579180105,305.92194747553924,1159.6503620044632,45.13785229725271,69.04368914244424,0,No Failure
2627,L02627,L,296.9738378458953,310.47106698473056,1571.116383912855,51.080215691560866,104.04564401823568,0,No Failure
2628,M02628,M,296.2068709629444,308.79514879807607,1518.4837135816865,45.77046656693112,141.39150740132578,0,No Failure
2629,L02629,L,300.36105323907464,310.5728026131566,1558.0561665633743,50.64718834798521,399.4904818359263,1,Tool Wear Failure
2630,L02630,L,298.16161426999594,305.69007396784156,1482.003770922015,38.86845009250007,14.018308856345408,0,No Failure
2631,M02631,M,301.18150475303355,311.0983686600599,1307.4156863585504,47.85529936046011,40.55690871658915,1,Heat Dissipation Failure
2632,M02632,M,297.0470352904102,306.4667738534304,1815.3338481634005,30.185338996054387,163.87801349215684,0,No Failure
2633,L02633,L,297.2304106132556,305.3189797786792,1746.6677969806944,39.56994705679703,56.834342756658074,0,No Failure
2634,L02634,L,299.73118848919233,310.1677029300635,1520.154738430789,21.91008852574167,120.55025555358674,0,No Failure
2635,M02635,M,294.8540500759929,303.61858538120947,1451.2454410035295,40.48489902137353,15.428057404149458,0,No Failure
2636,M02636,M,295.67307327969417,304.60071450911977,1429.5272952192456,52.38112124588909,133.3786505620882,0,No Failure
2637,H02637,H,300.29496994270636,309.98945199084784,1075.1923767907638,40.870000181325246,121.07379740453337,0,No Failure
2638,M02638,M,295.7561321415536,304.89376889849507,1602.2399393762123,47.36659517196705,95.19711605963616,0,No Failure
2639,H02639,H,294.46189796939495,307.57913289506,1678.7120197412999,42.89365658449048,156.51175274912367,0,No Failure
2640,M02640,M,301.8370543761462,311.0334824266469,1563.5258494184814,34.482854647985576,229.08951842274112,1,Tool Wear Failure
2641,L02641,L,295.3123647042516,305.9736862213433,1523.3198772762644,38.309121330798156,190.92919545057316,0,No Failure
2642,L02642,L,298.46823879665635,308.6865225349719,1562.7156630716445,51.931454401699,14.73957558104879,0,No Failure
2643,M02643,M,298.23817038544854,308.7672957233369,1385.8165816501664,47.31524033640449,147.3244869884928,0,No Failure
2644,M02644,M,292.47874336676387,303.12237597218024,1449.2297477324996,34.0125698694798,64.52015078686811,0,No Failure
2645,L02645,L,297.5653659536644,308.8874081835736,1508.976488037974,26.3369086873918,43.87912284444317,0,No Failure
2646,L02646,L,298.9968264989582,309.3964956123862,1663.7141098553457,42.2322604381378,228.6735487011267,1,Tool Wear Failure
2647,H02647,H,298.80861876303777,309.1459624553672,1786.0293063318136,34.36865815701557,88.57100801343412,0,No Failure
2648,L02648,L,299.907041367607,309.9947569703092,1497.713791754949,38.40097295266008,75.12692746832435,0,No Failure
2649,L02649,L,297.32501737018913,307.11739059167917,1351.4699531145209,25.66940684654805,165.80759493023692,0,No Failure
2650,L02650,L,299.52500888418433,308.1573120616933,1545.191469583883,50.546305989387605,87.03581566736327,0,No Failure
2651,L02651,L,296.7213418638399,306.6300392977096,1899.4603564871936,39.20313126154623,210.81401718422396,1,Tool Wear Failure
2652,L02652,L,295.27906516717445,305.64096623007276,1367.0653061805215,40.714959912213516,11.727612361971754,0,No Failure
2653,L02653,L,295.50454324863756,306.10779008349675,1697.6312459609132,31.865685752510174,161.64397165629327,0,No Failure
2654,L02654,L,295.1757790896092,305.44620624909453,1778.3377277124246,37.40447448257961,19.324313270073798,0,No Failure
2655,M02655,M,300.1191719357824,309.7697394156096,1474.2493356332902,41.390923969982865,27.560606870590043,0,No Failure
2656,L02656,L,295.0708529818829,304.9852331270891,1413.160083214976,34.05582545202419,21.3604868122211,0,No Failure
2657,M02657,M,298.6480776812986,307.8176079544724,1641.889733232002,38.0178583518353,29.415077817449617,0,No Failure
2658,M02658,M,297.56815161185517,308.037987598365,1602.1317673637868,53.991325502796656,142.1427710681298,0,No Failure
2659,L02659,L,297.89470285309875,307.56301051122756,1663.373008917835,22.722081562735944,115.03866341709673,0,No Failure
2660,M02660,M,300.8272145903994,311.0980559976956,1910.616101066122,42.010080159581506,28.19672330653719,0,No Failure
2661,L02661,L,297.2231452655695,308.7243498306433,1568.7514470204178,32.33890331249364,34.01464460177126,0,No Failure
2662,M02662,M,299.3232031230994,308.2591647586358,1325.0340845821709,53.4948051986488,11.294262405304268,0,No Failure
2663,L02663,L,298.17512670276227,309.070169774128,1550.7485523887983,38.36814881065235,57.799329589388044,0,No Failure
2664,M02664,M,297.7959621887346,307.8457774585627,1582.1111332010248,29.729868893316365,51.38169182107453,0,No Failure
2665,M02665,M,302.699938248773,315.7317286481441,1766.003336629923,38.020367924273934,17.02170799378516,0,No Failure
2666,L02666,L,295.2173165085693,304.892866015874,1503.5201438998129,43.65585354962108,194.3503095969561,1,Random Failure
2667,L02667,L,300.6782636708749,311.72101054560153,1465.4541374184175,67.84295590204226,206.77374453231002,0,No Failure
2668,M02668,M,299.41281313097994,309.4358433086139,1292.9449164873304,19.135193987643838,12.47004501804699,0,No Failure
2669,M02669,M,297.14095001073645,305.0584932482662,1636.9511136170986,28.214812134205204,33.45245445060911,0,No Failure
2670,L02670,L,301.35863703488326,310.57760339160455,2139.1335483671382,53.18303223826644,143.87148259826083,0,No Failure
2671,M02671,M,294.403779775223,305.72448643336554,1498.8894365680937,25.12567236295174,220.31618115987857,0,No Failure
2672,L02672,L,297.05646668540186,306.4074249944895,1619.8355233457853,40.266030270805736,8.032092328227261,0,No Failure
2673,M02673,M,295.6830355914619,302.35265111920245,1440.573569400627,35.35085215598864,251.26996531719084,1,Tool Wear Failure
2674,L02674,L,298.92416692974297,308.8770624043562,1309.0656138447457,33.78497225365486,6.870806223581446,0,No Failure
2675,M02675,M,295.87387179762567,304.23536735069916,1616.6585038986552,38.45323962238338,108.48943924029247,0,No Failure
2676,L02676,L,298.9661278934827,309.16385449237777,1543.8541592202885,36.853153270042554,2.4108232378954586,0,No Failure
2677,L02677,L,297.7271271683569,310.0538477904539,1111.0701421482977,50.70890429377258,284.55589532383857,1,Tool Wear Failure
2678,L02678,L,297.1412921146879,308.2954780808922,1827.4781487322034,53.41309823320703,47.13951803957356,0,No Failure
2679,L02679,L,298.87729449206665,311.1822782351766,1613.382412677245,44.4202505176977,113.01208280083485,0,No Failure
2680,L02680,L,297.5627567521239,306.7204887199572,1552.0494721335763,37.81635679775148,22.043201084085688,0,No Failure
2681,L02681,L,295.92273031388197,305.70798081342866,1463.139548268249,42.74694461195992,41.85112181174514,0,No Failure
2682,M02682,M,303.70274597927,312.13609168405833,1611.4692340114113,48.196104900442016,148.558995900316,0,No Failure
2683,L02683,L,297.1256656339417,306.09960046638156,1619.735294268195,50.15693211484968,390.07073680976754,1,Tool Wear Failure
2684,L02684,L,293.664781839696,302.2744545912667,1610.7569223091994,43.859367064440576,522.1797137066969,1,Tool Wear Failure
2685,L02685,L,296.41580262055726,304.4557181667393,1730.2911528794757,55.40078567386557,179.17695403387413,0,No Failure
2686,L02686,L,295.56544662325456,307.6142315612516,1771.0421322263187,34.02337482236929,202.88662397418045,1,Tool Wear Failure
2687,L02687,L,299.75229123208106,306.61435078954145,1898.4028363067785,51.53536426897401,376.583194001619,0,No Failure
2688,L02688,L,298.7433053191832,310.79851367639003,1388.7541966869442,47.19246783172356,4.444408884992488,0,No Failure
2689,L02689,L,298.8974256035807,310.7665139909611,1435.985522581538,34.08829624394835,20.14317245333391,0,No Failure
2690,L02690,L,297.3599550683255,308.109644081544,1603.5599625505656,42.489878250299405,5.844526776862826,0,No Failure
2691,L02691,L,297.5412995058862,305.86953860374507,1399.109009028315,43.17525289562441,75.11099629041188,0,No Failure
2692,L02692,L,297.3581377927847,304.9848751256199,1427.9898975236608,38.753936569643884,343.63469471085347,1,Tool Wear Failure
2693,L02693,L,297.9376136317291,307.11500810983375,1624.0086639641386,38.64523306561942,94.31833326720702,0,No Failure
2694,L02694,L,299.7706668707297,310.7083475552396,1700.3210342478872,24.967468512094616,87.54366977127248,0,No Failure
2695,H02695,H,298.7721508250107,308.7767462811717,1767.57388193325,33.29800588637866,189.2864516188706,0,No Failure
2696,L02696,L,299.10022565924174,307.5349764165996,1504.2642356132621,37.79342984207043,285.59041415584016,1,Tool Wear Failure
2697,M02697,M,299.09911781649845,310.82142499348316,1621.843326362358,34.4614931550559,129.5101946233772,0,No Failure
2698,L02698,L,299.8688848747635,312.3954598670358,1582.326462045753,31.63902923782535,243.79870405313983,1,Tool Wear Failure
2699,M02699,M,298.67630008308055,308.33640133705865,1541.9659799207714,50.74908079059658,20.80448100440538,0,No Failure
2700,M02700,M,298.81769614535784,308.98170150075384,1392.4895566782025,39.133866886152546,75.59833313275504,0,No Failure
2701,L02701,L,300.47761248238635,308.2143394569421,1369.682251705988,61.77241495374824,48.978916423425645,0,No Failure
2702,H02702,H,296.7699081639938,306.1483280898303,1658.3347880461029,42.39079256569064,43.65876284310302,0,No Failure
2703,L02703,L,296.388514840097,307.1541748070985,1389.4754851867624,50.54034727106642,26.04063432853612,0,No Failure
2704,L02704,L,295.7281568016263,306.260441612013,1220.198454708514,38.09502321166637,242.3826664326923,1,Tool Wear Failure
2705,M02705,M,298.4658291272405,307.7043273534259,1533.1051947340693,33.57310258375793,64.6389216428192,0,No Failure
2706,M02706,M,294.3925355175618,303.9811702548471,1799.72458617545,42.79060657520387,81.60082641307488,0,No Failure
2707,L02707,L,299.02430819211935,308.3534920873025,1037.683316394478,53.08629522548864,34.926456720451384,0,No Failure
2708,L02708,L,297.88161381099894,307.4639167404214,1487.1023820235753,39.28194781851971,355.62407945223765,1,Tool Wear Failure
2709,L02709,L,300.36927939964215,311.00413160341935,1659.8660253529936,44.6243784922985,102.02932101848884,1,Heat Dissipation Failure
2710,L02710,L,296.75616537907007,303.8048597510164,1211.847089524586,42.73787750158036,0.07499735020179829,0,No Failure
2711,M02711,M,297.693363429165,307.5818391569531,1500.5494081251459,39.19293080506968,33.67740993862756,0,No Failure
2712,L02712,L,300.34440666658674,310.8693699700253,1334.495316051729,39.70316007984998,792.1626953479873,0,No Failure
2713,L02713,L,300.86627129355634,310.0105442650947,1358.2129641585652,30.215207951659195,397.43057476694247,1,Tool Wear Failure
2714,L02714,L,296.7396952684964,306.02069570254906,1466.6464153590277,40.05944732097264,84.95445310191707,0,No Failure
2715,L02715,L,298.46356246517433,307.78797080395117,1337.4195832993018,46.68334081504148,89.68126030860037,0,No Failure
2716,L02716,L,298.6888379553681,307.9702629950624,1322.51028392488,43.11824981789268,250.40853844470396,1,Tool Wear Failure
2717,M02717,M,298.84730681124233,308.8561324780179,1528.1797469485186,42.00627986053545,133.15768303804384,0,No Failure
2718,H02718,H,297.5748486813688,307.7683528183895,1938.1260335540485,47.398364118822,290.67495825866985,1,Tool Wear Failure
